direction,chrf++,spBLEU(spm-200),spBLEU(spm-100)
bug_Latn-cat_Latn,40.7,21.9,22
bug_Latn-ceb_Latn,42.4,19.4,20.3
bug_Latn-ces_Latn,34.6,18,16.9
bug_Latn-cjk_Latn,21.3,2.8,3.2
bug_Latn-ckb_Arab,31.5,13.1,14.6
bug_Latn-crh_Latn,31.7,13,14.5
bug_Latn-cym_Latn,40,23.6,24
bug_Latn-dan_Latn,40.8,20.6,20
bug_Latn-deu_Latn,39,19.3,17.8
bug_Latn-dik_Latn,20.8,4.2,5.3
bug_Latn-dyu_Latn,17.5,2.4,2.6
bug_Latn-dzo_Tibt,27.5,7.8,2.6
bug_Latn-ell_Grek,33.6,19.8,17.4
bug_Latn-eng_Latn,46.1,26.7,26.3
bug_Latn-epo_Latn,39.2,18.9,19.7
bug_Latn-est_Latn,36.3,16,15.9
bug_Latn-eus_Latn,35.1,14.8,15.3
bug_Latn-ewe_Latn,29.7,10,13.5
bug_Latn-fao_Latn,32,13.5,14.2
bug_Latn-fij_Latn,39.4,16.2,18.9
bug_Latn-fin_Latn,35.7,15.7,14.8
bug_Latn-fon_Latn,17.7,4.7,7.3
bug_Latn-fra_Latn,41.8,23.8,23.1
bug_Latn-fur_Latn,35.5,17,18
bug_Latn-fuv_Latn,19.3,3.5,3.7
bug_Latn-gaz_Latn,29.5,7.8,9
bug_Latn-gla_Latn,35.5,14.9,17.5
bug_Latn-gle_Latn,36.9,18.6,20.8
bug_Latn-glg_Latn,39.4,19,19.3
bug_Latn-grn_Latn,29.1,10.5,12
bug_Latn-guj_Gujr,32.7,18.3,20.7
bug_Latn-hat_Latn,35.4,14.9,16.4
bug_Latn-hau_Latn,37.1,15.3,16.5
bug_Latn-heb_Hebr,35,20.7,19
bug_Latn-hin_Deva,34.7,18.5,19.9
bug_Latn-hne_Deva,32.4,15.5,18.7
bug_Latn-hrv_Latn,37.1,17.7,16.4
bug_Latn-hun_Latn,35.9,18,16.4
bug_Latn-hye_Armn,34.6,20.9,20.2
bug_Latn-ibo_Latn,31.2,12,15.6
bug_Latn-ilo_Latn,39.5,14.7,15.9
bug_Latn-ind_Latn,46.9,23.9,23.8
bug_Latn-isl_Latn,33.8,17.4,16.7
bug_Latn-ita_Latn,38.1,18.1,17.6
bug_Latn-jav_Latn,36.7,13.8,14.6
bug_Latn-jpn_Jpan,17.2,12.1,14.8
bug_Latn-kab_Latn,27,9.5,11
bug_Latn-kac_Latn,31.9,10.1,11.5
bug_Latn-kam_Latn,22.2,4.1,4.9
bug_Latn-kan_Knda,34.7,20.4,21.2
bug_Latn-kas_Arab,22.8,10.3,11.2
bug_Latn-kas_Deva,13.7,3.2,3.9
bug_Latn-kat_Geor,35,20.6,18.9
bug_Latn-kaz_Cyrl,34.5,17,17.1
bug_Latn-kbp_Latn,22.1,6.2,11.9
bug_Latn-kea_Latn,27.2,9.5,9.7
bug_Latn-khk_Cyrl,31.4,15.4,12.9
bug_Latn-khm_Khmr,27.4,14.8,13.6
bug_Latn-kik_Latn,23.9,6.2,9.7
bug_Latn-kin_Latn,36.2,14.5,18.3
bug_Latn-kir_Cyrl,32,15.2,16.4
bug_Latn-kmb_Latn,22,3.4,4.2
bug_Latn-kmr_Latn,29.2,11.2,12.2
bug_Latn-knc_Arab,7.8,4.5,4.6
bug_Latn-knc_Latn,21.9,4.3,4.6
bug_Latn-kon_Latn,37.3,13.1,16.3
bug_Latn-kor_Hang,21.2,14.9,15.6
bug_Latn-lao_Laoo,33.5,17.8,20.2
bug_Latn-lij_Latn,32.5,16.1,16.3
bug_Latn-lim_Latn,31.7,11.4,11.3
bug_Latn-lin_Latn,38.3,13.8,15.8
bug_Latn-lit_Latn,36.3,16.3,16.1
bug_Latn-lmo_Latn,25.7,6,5.9
bug_Latn-ltg_Latn,32.8,14.8,16.2
bug_Latn-ltz_Latn,35.1,15.8,17
bug_Latn-lua_Latn,29.2,6.7,8.2
bug_Latn-lug_Latn,30.6,8.2,9.7
bug_Latn-luo_Latn,31.2,10,11.6
bug_Latn-lus_Latn,31.2,10.7,11.9
bug_Latn-lvs_Latn,35.4,15.8,16.1
bug_Latn-mag_Deva,34.3,17.8,19.5
bug_Latn-mai_Deva,26.2,10,13
bug_Latn-mal_Mlym,33.7,20.8,20.6
bug_Latn-mar_Deva,30.9,15.1,15.8
bug_Latn-min_Latn,38.3,15.3,17
bug_Latn-mkd_Cyrl,38.6,19.2,18.8
bug_Latn-mlt_Latn,38.3,23.5,26.5
bug_Latn-mni_Beng,27.6,16.4,24.9
bug_Latn-mos_Latn,18,3.5,6.4
bug_Latn-mri_Latn,35.9,14,16
bug_Latn-mya_Mymr,23.6,10.6,12.5
bug_Latn-nld_Latn,38.3,17.3,16.4
bug_Latn-nno_Latn,35,14.6,14.3
bug_Latn-nob_Latn,37.9,16.8,16.3
bug_Latn-npi_Deva,30.5,15.3,15.8
bug_Latn-nso_Latn,37.6,14.7,17.6
bug_Latn-nus_Latn,24.2,10.6,13.3
bug_Latn-nya_Latn,34.7,11.2,14.6
bug_Latn-oci_Latn,36.3,17.8,18.3
bug_Latn-ory_Orya,28.8,15.8,18.4
bug_Latn-pag_Latn,35.7,13.1,14.2
bug_Latn-pan_Guru,31.1,18.3,20.4
bug_Latn-pap_Latn,37.5,17.6,18.2
bug_Latn-pbt_Arab,27.2,12.4,11.9
bug_Latn-pes_Arab,33.7,17.1,16.5
bug_Latn-plt_Latn,37.9,14.3,16.2
bug_Latn-pol_Latn,33.9,16.9,14.8
bug_Latn-por_Latn,41.9,23.2,22.3
bug_Latn-prs_Arab,33.5,15,14.5
bug_Latn-quy_Latn,24.7,4.3,5.6
bug_Latn-ron_Latn,39.5,21.3,19.8
bug_Latn-run_Latn,31.9,11.7,14.3
bug_Latn-rus_Cyrl,35.9,19.4,17.5
bug_Latn-sag_Latn,29.3,6.8,8.6
bug_Latn-san_Deva,19.9,4.8,6.2
bug_Latn-sat_Olck,19.4,11.9,12.2
bug_Latn-scn_Latn,32.7,12.4,12.9
bug_Latn-shn_Mymr,27.8,9.3,16.6
bug_Latn-sin_Sinh,29.8,21.4,18.5
bug_Latn-slk_Latn,34.8,17,16.5
bug_Latn-slv_Latn,36.7,17.3,17
bug_Latn-smo_Latn,38.1,16.3,18.9
bug_Latn-sna_Latn,33.2,11.8,14.3
bug_Latn-snd_Arab,29.7,15.2,18.2
bug_Latn-som_Latn,32.4,10.4,10.4
bug_Latn-sot_Latn,34.1,11.3,13.4
bug_Latn-spa_Latn,38,17.1,16.8
bug_Latn-srd_Latn,37,17,17.7
bug_Latn-srp_Cyrl,35.8,17.5,17.1
bug_Latn-ssw_Latn,32.2,9.8,12.2
bug_Latn-sun_Latn,34.5,12.6,13
bug_Latn-swe_Latn,39.9,20.5,19.2
bug_Latn-swh_Latn,40.8,18.4,18.9
bug_Latn-szl_Latn,31.6,15.1,16.2
bug_Latn-tam_Taml,36.3,19.2,18.8
bug_Latn-taq_Latn,19.7,3.4,4
bug_Latn-taq_Tfng,15.6,5,5.1
bug_Latn-tat_Cyrl,33.7,16.9,23.5
bug_Latn-tel_Telu,34.6,20.7,21.4
bug_Latn-tgk_Cyrl,34.9,18.7,21.4
bug_Latn-tgl_Latn,43,19,19.9
bug_Latn-tha_Thai,30.5,22.9,14.6
bug_Latn-tir_Ethi,18.1,10.9,12.7
bug_Latn-tpi_Latn,34.7,11.4,14.9
bug_Latn-tsn_Latn,36.8,14.5,16.8
bug_Latn-tso_Latn,36.8,14,18.2
bug_Latn-tuk_Latn,29,10.8,14.5
bug_Latn-tum_Latn,27.8,7.8,10.7
bug_Latn-tur_Latn,36.3,18.1,17.1
bug_Latn-twi_Latn,28.8,9,12.5
bug_Latn-tzm_Tfng,25.4,14.3,19
bug_Latn-uig_Arab,32.3,17.7,28.2
bug_Latn-ukr_Cyrl,34.5,17.6,16.5
bug_Latn-umb_Latn,24.3,3.3,4.2
bug_Latn-urd_Arab,32.1,14.8,14.3
bug_Latn-uzn_Latn,32.9,13.2,15.1
bug_Latn-vec_Latn,33.4,12.5,12.5
bug_Latn-vie_Latn,40.5,22.9,22.5
bug_Latn-war_Latn,39.3,15.9,16.5
bug_Latn-wol_Latn,24.3,6.7,7.9
bug_Latn-xho_Latn,34.5,13.6,16
bug_Latn-ydd_Hebr,28.3,11.1,16.3
bug_Latn-yor_Latn,22,9,12.1
bug_Latn-yue_Hant,11.8,9.4,8.2
bug_Latn-zho_Hans,15.5,16.8,14.1
bug_Latn-zho_Hant,8.5,6.6,5.4
bug_Latn-zsm_Latn,44.8,21.5,21.2
bug_Latn-zul_Latn,35.9,14.9,17.3
bul_Cyrl-ace_Arab,16.1,4.4,4.5
bul_Cyrl-ace_Latn,33.3,8.6,9.6
bul_Cyrl-acm_Arab,23.5,6.2,4.5
bul_Cyrl-acq_Arab,34.4,18.5,14.9
bul_Cyrl-aeb_Arab,32.4,15.6,12.3
bul_Cyrl-afr_Latn,54,31.3,31.7
bul_Cyrl-ajp_Arab,42.6,26.6,21.9
bul_Cyrl-aka_Latn,27,7.3,10.8
bul_Cyrl-als_Latn,52.7,32.7,32.9
bul_Cyrl-amh_Ethi,32.5,24.9,27
bul_Cyrl-apc_Arab,41.9,26.5,22.6
bul_Cyrl-arb_Arab,47,31.8,27.3
bul_Cyrl-ars_Arab,41.3,25.8,21.9
bul_Cyrl-ary_Arab,34.2,18.4,14.1
bul_Cyrl-arz_Arab,41.5,26.1,22
bul_Cyrl-asm_Beng,32.9,19.1,23.9
bul_Cyrl-ast_Latn,49.7,26.4,28.1
bul_Cyrl-awa_Deva,35.8,17.9,19.7
bul_Cyrl-ayr_Latn,29.1,6.9,10.7
bul_Cyrl-azb_Arab,20,3.9,3.5
bul_Cyrl-azj_Latn,40.9,22.3,20.1
bul_Cyrl-bak_Cyrl,46.6,28.8,40.3
bul_Cyrl-bam_Latn,27.7,6.8,10
bul_Cyrl-ban_Latn,39.9,14.1,16.2
bul_Cyrl-bel_Cyrl,40.2,25,22.5
bul_Cyrl-bem_Latn,33.5,9.5,11.7
bul_Cyrl-ben_Beng,42.2,27.7,29.3
bul_Cyrl-bho_Deva,37.4,18.2,20.9
bul_Cyrl-bjn_Arab,16.7,4.9,4.9
bul_Cyrl-bjn_Latn,42.3,15.3,15.8
bul_Cyrl-bod_Tibt,27.7,6.9,1.4
bul_Cyrl-bos_Latn,52.5,32.4,30.7
bul_Cyrl-bug_Latn,30.6,6.7,8.1
bul_Cyrl-cat_Latn,56.6,37.6,37.7
bul_Cyrl-ceb_Latn,50.3,25.7,27.4
bul_Cyrl-ces_Latn,50.7,33.8,32.3
bul_Cyrl-cjk_Latn,22.6,2.8,3.5
bul_Cyrl-ckb_Arab,40.9,20.1,22.6
bul_Cyrl-crh_Latn,43.2,23.3,26
bul_Cyrl-cym_Latn,56.2,40,41
bul_Cyrl-dan_Latn,56.3,36.1,35.4
bul_Cyrl-deu_Latn,55.1,36,33.9
bul_Cyrl-dik_Latn,22.1,4.4,6
bul_Cyrl-dyu_Latn,17,2.1,2.2
bul_Cyrl-dzo_Tibt,32.7,11.5,3.5
bul_Cyrl-ell_Grek,47.3,33.1,30.3
bul_Cyrl-eng_Latn,66.3,47,46
bul_Cyrl-epo_Latn,50.9,30.3,32.1
bul_Cyrl-est_Latn,50.2,29.1,29.2
bul_Cyrl-eus_Latn,42.8,21,22.2
bul_Cyrl-ewe_Latn,35.4,13.7,18.9
bul_Cyrl-fao_Latn,43.1,23.5,25.3
bul_Cyrl-fij_Latn,43.8,19.7,23.4
bul_Cyrl-fin_Latn,48.2,27.7,26.5
bul_Cyrl-fon_Latn,19.9,5.4,8.6
bul_Cyrl-fra_Latn,60.1,42.6,41.6
bul_Cyrl-fur_Latn,48.5,29.2,31.2
bul_Cyrl-fuv_Latn,22.1,4.5,4.8
bul_Cyrl-gaz_Latn,35.1,10.8,12.7
bul_Cyrl-gla_Latn,45.3,23.2,27.4
bul_Cyrl-gle_Latn,49.6,30.6,34.2
bul_Cyrl-glg_Latn,53.9,32.5,33.4
bul_Cyrl-grn_Latn,32.1,12.2,14.4
bul_Cyrl-guj_Gujr,45.1,28.3,32.1
bul_Cyrl-hat_Latn,46.8,24,26.8
bul_Cyrl-hau_Latn,45.5,21.3,23.4
bul_Cyrl-heb_Hebr,50.1,35.3,33.1
bul_Cyrl-hin_Deva,48,29.8,31.8
bul_Cyrl-hne_Deva,43.7,23.1,27.8
bul_Cyrl-hrv_Latn,51.4,31.4,29.6
bul_Cyrl-hun_Latn,49.8,31.2,29
bul_Cyrl-hye_Armn,48.5,34.4,33.9
bul_Cyrl-ibo_Latn,37.1,16.2,21.2
bul_Cyrl-ilo_Latn,47.2,21.7,24
bul_Cyrl-ind_Latn,59.4,35.6,35.4
bul_Cyrl-isl_Latn,43.6,26.2,25.6
bul_Cyrl-ita_Latn,52.1,31.4,30.6
bul_Cyrl-jav_Latn,47.5,21.3,24
bul_Cyrl-jpn_Jpan,23.6,16,19.8
bul_Cyrl-kab_Latn,32.1,13.4,15.6
bul_Cyrl-kac_Latn,34.7,11.5,13.4
bul_Cyrl-kam_Latn,24.6,4.9,5.9
bul_Cyrl-kan_Knda,46.1,30.9,32.1
bul_Cyrl-kas_Arab,28.9,14,15.4
bul_Cyrl-kas_Deva,14.8,3.4,4.3
bul_Cyrl-kat_Geor,45.9,31.5,29.7
bul_Cyrl-kaz_Cyrl,46.4,27.7,28.7
bul_Cyrl-kbp_Latn,26.1,9.4,17.3
bul_Cyrl-kea_Latn,36.2,15.5,16.3
bul_Cyrl-khk_Cyrl,39.9,22.7,19.8
bul_Cyrl-khm_Khmr,34,19.6,18.5
bul_Cyrl-kik_Latn,32.1,11,17.4
bul_Cyrl-kin_Latn,44.7,21,26.7
bul_Cyrl-kir_Cyrl,43.1,25.6,27.9
bul_Cyrl-kmb_Latn,24.2,3.7,4.9
bul_Cyrl-kmr_Latn,35.3,15.8,17.6
bul_Cyrl-knc_Arab,9.5,5.5,5.6
bul_Cyrl-knc_Latn,24.8,5.8,6.5
bul_Cyrl-kon_Latn,42.5,15.8,20.6
bul_Cyrl-kor_Hang,30.1,21.8,23.6
bul_Cyrl-lao_Laoo,40.7,25.2,28.9
bul_Cyrl-lij_Latn,44.3,26.7,27.2
bul_Cyrl-lim_Latn,39.7,17.3,17.3
bul_Cyrl-lin_Latn,45.5,18.6,22.6
bul_Cyrl-lit_Latn,50.4,30,30
bul_Cyrl-lmo_Latn,31,7.8,7.9
bul_Cyrl-ltg_Latn,46.2,27.6,29.7
bul_Cyrl-ltz_Latn,48.5,28,30.1
bul_Cyrl-lua_Latn,32.9,7.9,10
bul_Cyrl-lug_Latn,35.9,10.6,13.1
bul_Cyrl-luo_Latn,35.6,11.9,14.6
bul_Cyrl-lus_Latn,35,12.4,14.5
bul_Cyrl-lvs_Latn,49.8,29.2,29.9
bul_Cyrl-mag_Deva,46.6,26.6,29.2
bul_Cyrl-mai_Deva,36.7,17.2,22
bul_Cyrl-mal_Mlym,42.6,27.9,27.8
bul_Cyrl-mar_Deva,40.2,22.4,23.4
bul_Cyrl-min_Latn,45.5,20.7,23.3
bul_Cyrl-mkd_Cyrl,56.1,36.4,36.1
bul_Cyrl-mlt_Latn,53.7,36.8,42.6
bul_Cyrl-mni_Beng,33.3,21.6,32.5
bul_Cyrl-mos_Latn,22.1,5.2,8.7
bul_Cyrl-mri_Latn,40.7,17.1,19.9
bul_Cyrl-mya_Mymr,27,13,16.1
bul_Cyrl-nld_Latn,50.5,29.5,28.3
bul_Cyrl-nno_Latn,44.4,22.6,22.4
bul_Cyrl-nob_Latn,51.2,28.6,27.9
bul_Cyrl-npi_Deva,41.6,23.2,24.1
bul_Cyrl-nso_Latn,45.4,20.4,24.3
bul_Cyrl-nus_Latn,27.1,12.4,15.7
bul_Cyrl-nya_Latn,40,13.6,18.8
bul_Cyrl-oci_Latn,50.1,29.9,30.8
bul_Cyrl-ory_Orya,38.4,23,26.8
bul_Cyrl-pag_Latn,42.1,16.4,18.3
bul_Cyrl-pan_Guru,41.6,28,31
bul_Cyrl-pap_Latn,50.1,29,30.3
bul_Cyrl-pbt_Arab,34.8,18.5,18
bul_Cyrl-pes_Arab,43.7,27,26.2
bul_Cyrl-plt_Latn,46.4,20.7,23.8
bul_Cyrl-pol_Latn,45.4,28.2,25.3
bul_Cyrl-por_Latn,56.8,37.3,36.2
bul_Cyrl-prs_Arab,46.2,25.7,25.1
bul_Cyrl-quy_Latn,25.4,4.5,5.8
bul_Cyrl-ron_Latn,52.7,33.1,31.3
bul_Cyrl-run_Latn,38.9,16.7,20.8
bul_Cyrl-rus_Cyrl,51.8,35,32
bul_Cyrl-sag_Latn,33.7,8.8,11.3
bul_Cyrl-san_Deva,23.9,6.6,9
bul_Cyrl-sat_Olck,22.7,14.5,15.7
bul_Cyrl-scn_Latn,41.4,18.5,19.5
bul_Cyrl-shn_Mymr,31.4,12.5,21.8
bul_Cyrl-sin_Sinh,37.5,28.8,25.4
bul_Cyrl-slk_Latn,51.1,32.6,32
bul_Cyrl-slv_Latn,51.1,31.2,30.9
bul_Cyrl-smo_Latn,45.5,21.7,26
bul_Cyrl-sna_Latn,40.2,15.7,20.3
bul_Cyrl-snd_Arab,40.3,23.7,28.3
bul_Cyrl-som_Latn,38.4,14,14.1
bul_Cyrl-sot_Latn,41.9,16.2,20
bul_Cyrl-spa_Latn,50,28.4,27.7
bul_Cyrl-srd_Latn,49.3,28,29.5
bul_Cyrl-srp_Cyrl,52.8,34.4,34.4
bul_Cyrl-ssw_Latn,39.5,15.7,19.9
bul_Cyrl-sun_Latn,41,16.6,17.7
bul_Cyrl-swe_Latn,55.7,36.5,34.8
bul_Cyrl-swh_Latn,51.5,28,29.1
bul_Cyrl-szl_Latn,45.5,28.5,30.2
bul_Cyrl-tam_Taml,45.9,27.5,27.4
bul_Cyrl-taq_Latn,21.2,3.8,4.6
bul_Cyrl-taq_Tfng,15.6,4.7,5
bul_Cyrl-tat_Cyrl,45.1,27.5,36.1
bul_Cyrl-tel_Telu,46.3,30.7,32.1
bul_Cyrl-tgk_Cyrl,47,30.5,34.5
bul_Cyrl-tgl_Latn,53.3,28.5,30.1
bul_Cyrl-tha_Thai,37,29.8,19.7
bul_Cyrl-tir_Ethi,23.1,14.8,17.4
bul_Cyrl-tpi_Latn,39,14.4,19.3
bul_Cyrl-tsn_Latn,44.3,20.4,24.2
bul_Cyrl-tso_Latn,45.2,20.8,27.1
bul_Cyrl-tuk_Latn,39.1,19.4,24.5
bul_Cyrl-tum_Latn,32.8,10.9,15.3
bul_Cyrl-tur_Latn,50,30.8,29.6
bul_Cyrl-twi_Latn,34.1,11.5,17.2
bul_Cyrl-tzm_Tfng,29.6,18.4,23.2
bul_Cyrl-uig_Arab,27.4,13.2,22.5
bul_Cyrl-ukr_Cyrl,50.6,33,31.7
bul_Cyrl-umb_Latn,24.2,2.7,4.1
bul_Cyrl-urd_Arab,42.9,24.4,23.9
bul_Cyrl-uzn_Latn,46.8,27.4,30.2
bul_Cyrl-vec_Latn,44.2,20.2,20.5
bul_Cyrl-vie_Latn,54.1,35.9,35.4
bul_Cyrl-war_Latn,48.6,23.9,25.5
bul_Cyrl-wol_Latn,27.4,8,9.8
bul_Cyrl-xho_Latn,42.6,19.1,23.2
bul_Cyrl-ydd_Hebr,32.2,11.8,18.3
bul_Cyrl-yor_Latn,23.5,8.2,11.6
bul_Cyrl-yue_Hant,14.5,11.9,10.2
bul_Cyrl-zho_Hans,18,20.1,16.7
bul_Cyrl-zho_Hant,11.8,10.8,9
bul_Cyrl-zsm_Latn,57.2,32.2,32
bul_Cyrl-zul_Latn,46.2,22.8,27.5
cat_Latn-ace_Arab,16.8,4.9,5.2
cat_Latn-ace_Latn,34.6,9.8,10.7
cat_Latn-acm_Arab,28.2,9,6.7
cat_Latn-acq_Arab,34.6,20,16.2
cat_Latn-aeb_Arab,35.1,18.6,15
cat_Latn-afr_Latn,55.7,33.8,34.3
cat_Latn-ajp_Arab,43.7,28,23.3
cat_Latn-aka_Latn,29.3,9,12.7
cat_Latn-als_Latn,53,33.3,33.4
cat_Latn-amh_Ethi,35.2,27.1,29.3
cat_Latn-apc_Arab,42.8,28,24.1
cat_Latn-arb_Arab,49.2,34.2,29.7
cat_Latn-ars_Arab,40.1,25.9,22
cat_Latn-ary_Arab,35.1,19.1,14.7
cat_Latn-arz_Arab,41.5,26.3,22.1
cat_Latn-asm_Beng,33.6,20.1,25
cat_Latn-ast_Latn,54,31.6,33.3
cat_Latn-awa_Deva,39.3,20.1,22.3
cat_Latn-ayr_Latn,29.6,7.4,11.1
cat_Latn-azb_Arab,21,4.3,3.8
cat_Latn-azj_Latn,40.3,21.8,19.5
cat_Latn-bak_Cyrl,45.4,27.6,39.3
cat_Latn-bam_Latn,28.8,7.8,11.1
cat_Latn-ban_Latn,40.7,15.4,16.9
cat_Latn-bel_Cyrl,39.5,24.5,22.1
cat_Latn-bem_Latn,34.3,10.5,12.7
cat_Latn-ben_Beng,43.9,29.7,31.3
cat_Latn-bho_Deva,37.9,18.7,21.4
cat_Latn-bjn_Arab,17.7,5.2,5.3
cat_Latn-bjn_Latn,43.5,17.2,17.6
cat_Latn-bod_Tibt,28.2,7.3,1.6
cat_Latn-bos_Latn,52.8,33.3,31.7
cat_Latn-bug_Latn,31.8,7.7,9.2
cat_Latn-bul_Cyrl,58,41.2,38.9
cat_Latn-ceb_Latn,51.9,28.1,29.7
cat_Latn-ces_Latn,50.7,34.2,32.9
cat_Latn-cjk_Latn,23.4,3.5,4.2
cat_Latn-ckb_Arab,42.5,21.8,24.5
cat_Latn-crh_Latn,43.3,23.8,26.4
cat_Latn-cym_Latn,58.4,42.9,43.7
cat_Latn-dan_Latn,58.7,39.9,39.2
cat_Latn-deu_Latn,56.8,38.7,36.9
cat_Latn-dik_Latn,22.7,5.1,6.6
cat_Latn-dyu_Latn,18,2.6,2.7
cat_Latn-dzo_Tibt,33.2,12,3.9
cat_Latn-ell_Grek,48.1,34.1,31.3
cat_Latn-eng_Latn,69.5,52.6,51.7
cat_Latn-epo_Latn,53.6,33.5,35.3
cat_Latn-est_Latn,50.5,29.9,30
cat_Latn-eus_Latn,47.7,26.2,27.6
cat_Latn-ewe_Latn,36.2,14.9,19.9
cat_Latn-fao_Latn,45.1,25.9,27.6
cat_Latn-fij_Latn,44.3,20.8,24.2
cat_Latn-fin_Latn,50.3,30.6,29.4
cat_Latn-fon_Latn,19.3,5.3,8.5
cat_Latn-fra_Latn,62.3,46.3,45.4
cat_Latn-fur_Latn,53.3,35.3,37.2
cat_Latn-fuv_Latn,21.8,4.4,4.8
cat_Latn-gaz_Latn,35.1,10.9,12.9
cat_Latn-gla_Latn,46.2,24.3,28.6
cat_Latn-gle_Latn,50.9,32.6,36.1
cat_Latn-glg_Latn,57.2,36.9,37.8
cat_Latn-grn_Latn,32.8,13.1,15.1
cat_Latn-guj_Gujr,46,29.5,33.5
cat_Latn-hat_Latn,48.5,26.9,29.5
cat_Latn-hau_Latn,47.2,24,26.1
cat_Latn-heb_Hebr,52.3,37.8,35.8
cat_Latn-hin_Deva,49.1,31,33
cat_Latn-hne_Deva,44.7,24.2,29
cat_Latn-hrv_Latn,51.9,32.3,30.6
cat_Latn-hun_Latn,50.1,31.6,29.5
cat_Latn-hye_Armn,49.1,35,34.6
cat_Latn-ibo_Latn,38.8,17.7,23
cat_Latn-ilo_Latn,48.5,23.3,25.5
cat_Latn-ind_Latn,61.2,38.5,38.1
cat_Latn-isl_Latn,46,29.2,28.5
cat_Latn-ita_Latn,53.6,33.7,33
cat_Latn-jav_Latn,48.1,22.6,25.3
cat_Latn-jpn_Jpan,24.2,17.6,21.2
cat_Latn-kab_Latn,33.3,14.7,17
cat_Latn-kac_Latn,35.8,13,14.8
cat_Latn-kam_Latn,25.3,5.6,6.8
cat_Latn-kan_Knda,47.4,32.3,33.6
cat_Latn-kas_Arab,29.9,14.9,16.5
cat_Latn-kas_Deva,15.5,3.7,4.7
cat_Latn-kat_Geor,46.9,32.2,30.4
cat_Latn-kaz_Cyrl,47.1,28.8,29.8
cat_Latn-kbp_Latn,26.6,10,17.5
cat_Latn-kea_Latn,44.7,23,23.6
cat_Latn-khk_Cyrl,41.1,23.9,21
cat_Latn-khm_Khmr,35,21.6,20.7
cat_Latn-kik_Latn,34,13,19.3
cat_Latn-kin_Latn,46.5,23.3,29
cat_Latn-kir_Cyrl,42.4,24.8,27.2
cat_Latn-kmb_Latn,24.5,4.3,5.5
cat_Latn-kmr_Latn,36.4,17.1,18.8
cat_Latn-knc_Arab,9.6,5.3,5.4
cat_Latn-knc_Latn,24.8,5.9,6.4
cat_Latn-kon_Latn,43.4,18.1,22.5
cat_Latn-kor_Hang,31.8,23.9,25.6
cat_Latn-lao_Laoo,42.3,27,30.9
cat_Latn-lij_Latn,47.8,30.3,30.8
cat_Latn-lim_Latn,42.2,19.8,19.9
cat_Latn-lin_Latn,45.9,19.6,23.3
cat_Latn-lit_Latn,50.5,30.1,30.2
cat_Latn-lmo_Latn,32.4,8.7,8.8
cat_Latn-ltg_Latn,47.4,29.2,31.2
cat_Latn-ltz_Latn,49.2,29.3,31.3
cat_Latn-lua_Latn,34,9,11.1
cat_Latn-lug_Latn,36.8,11.4,14
cat_Latn-luo_Latn,36.9,13.3,16.1
cat_Latn-lus_Latn,35.5,13.1,15.3
cat_Latn-lvs_Latn,49.9,29.9,30.5
cat_Latn-mag_Deva,48.2,28.7,31.6
cat_Latn-mai_Deva,37.4,17.6,22.7
cat_Latn-mal_Mlym,45.7,31.4,31.6
cat_Latn-mar_Deva,41.7,23.7,24.8
cat_Latn-min_Latn,47,22.5,24.9
cat_Latn-mkd_Cyrl,55.2,35.9,35.6
cat_Latn-mlt_Latn,56.6,41.7,46.7
cat_Latn-mni_Beng,34.7,23.2,34.1
cat_Latn-mos_Latn,22.6,5.9,9.3
cat_Latn-mri_Latn,41.3,17.7,20.2
cat_Latn-mya_Mymr,27.9,13.9,17.1
cat_Latn-nld_Latn,51.7,31.3,30.1
cat_Latn-nno_Latn,47.7,26.4,26.3
cat_Latn-nob_Latn,52.7,30.9,30.2
cat_Latn-npi_Deva,42.8,24.7,25.6
cat_Latn-nso_Latn,46.7,22.5,26.2
cat_Latn-nus_Latn,27.8,12.8,16.1
cat_Latn-nya_Latn,41,14.7,20
cat_Latn-oci_Latn,53.7,34.9,35.6
cat_Latn-ory_Orya,40,24.6,28.4
cat_Latn-pag_Latn,43.6,18.9,20.7
cat_Latn-pan_Guru,43.2,29.8,33
cat_Latn-pap_Latn,53.7,33.9,35.2
cat_Latn-pbt_Arab,35.1,18.8,18.4
cat_Latn-pes_Arab,46.2,29.7,29.1
cat_Latn-plt_Latn,47.7,22.4,25.5
cat_Latn-pol_Latn,45.9,28.9,26.2
cat_Latn-por_Latn,60.2,42.5,41.3
cat_Latn-prs_Arab,47.2,26.9,26.4
cat_Latn-quy_Latn,26.4,5.5,7
cat_Latn-ron_Latn,56.6,39.1,37.3
cat_Latn-run_Latn,39.9,18,22.2
cat_Latn-rus_Cyrl,51.2,34.8,31.9
cat_Latn-sag_Latn,34,9.5,11.8
cat_Latn-san_Deva,23.9,6.7,9.2
cat_Latn-sat_Olck,24.4,16.3,17.4
cat_Latn-scn_Latn,43.5,21.1,22
cat_Latn-shn_Mymr,32.7,13.6,23.3
cat_Latn-sin_Sinh,39.3,31,27.6
cat_Latn-slk_Latn,51.6,33.8,33.1
cat_Latn-slv_Latn,51.5,32.2,31.9
cat_Latn-smo_Latn,46.1,22.8,27
cat_Latn-sna_Latn,40.9,17,21.3
cat_Latn-snd_Arab,41.1,24.7,29.1
cat_Latn-som_Latn,39.2,15,15
